id,episode,entity_id,entity_type,entity_property_name,entity_property_value,goal_status,
1,1,b0,Switch,isOn,false,SUCCESS. Solved by Receive map sharing,
2,1,door5,Door,isOpen,false,SUCCESS. Solved by Receive map sharing,
3,1,b0,Switch,isOn,true,SUCCESS. Solved by Receive map sharing,
4,1,door0,Door,isOpen,true,SUCCESS. Solved by Receive map sharing,
5,1,door5,Door,isOpen,false,SUCCESS. Solved by Receive map sharing,
6,1,b9,Switch,isOn,true,SUCCESS. Solved by Receive map sharing,
7,1,b9,Switch,isOn,false,SUCCESS. Solved by Receive map sharing,
8,1,door13,Door,isOpen,true,SUCCESS. Solved by Receive map sharing,
9,1,door3,Door,isOpen,true,SUCCESS. Solved by Receive map sharing,
10,1,door3,Door,isOpen,true,SUCCESS. Solved by Receive map sharing,
11,1,door3,Door,isOpen,true,SUCCESS. Solved by Receive map sharing,
12,1,door3,Door,isOpen,true,SUCCESS. Solved by Receive map sharing,
13,1,door13,Door,isOpen,true,SUCCESS. Solved by Receive map sharing,
14,1,b0,Switch,isOn,false,SUCCESS. Solved by Receive map sharing,
15,1,b0,Switch,isOn,true,SUCCESS. Solved by Receive map sharing,
16,1,b0,Switch,isOn,true,SUCCESS. Solved by Receive map sharing,
17,1,door5,Door,isOpen,false,SUCCESS. Solved by Receive map sharing,
18,1,door5,Door,isOpen,true,SUCCESS. Solved by Receive map sharing,
19,1,door5,Door,isOpen,true,SUCCESS. Solved by Receive map sharing,
20,1,door1,Door,isOpen,false,SUCCESS. Solved by Receive map sharing,
21,1,b0,Switch,isOn,false,SUCCESS. Solved by Receive map sharing,
22,1,b0,Switch,isOn,false,SUCCESS. Solved by Receive map sharing,
23,1,b0,Switch,isOn,true,SUCCESS. Solved by Receive map sharing,
24,1,door1,Door,isOpen,true,SUCCESS. Solved by Receive map sharing,
25,1,door0,Door,isOpen,true,SUCCESS. Solved by Receive map sharing,
26,1,door0,Door,isOpen,true,SUCCESS. Solved by Receive map sharing,
27,1,b7,Switch,isOn,true,SUCCESS. Solved by Receive map sharing,
28,1,door0,Door,isOpen,true,SUCCESS. Solved by Receive map sharing,
29,1,b7,Switch,isOn,true,SUCCESS. Solved by Receive map sharing,
30,1,b7,Switch,isOn,false,SUCCESS. Solved by Receive map sharing,
31,1,b7,Switch,isOn,true,SUCCESS. Solved by Receive map sharing,
32,1,door5,Door,isOpen,true,SUCCESS. Solved by Receive map sharing,
33,1,b5,Switch,isOn,true,SUCCESS. Solved by Receive map sharing,
