id,episode,entity_id,entity_type,entity_property_name,entity_property_value,goal_status,
1,1,button3,Switch,isOn,true,SUCCESS. Solved by Receive map sharing,
2,1,button6,Switch,isOn,true,SUCCESS. Solved by Receive map sharing,
3,1,door2,Door,isOpen,false,SUCCESS. Solved by Receive map sharing,
4,1,button6,Switch,isOn,false,SUCCESS. Solved by Receive map sharing,
5,1,button6,Switch,isOn,true,SUCCESS. Solved by Receive map sharing,
6,1,button6,Switch,isOn,false,SUCCESS. Solved by Receive map sharing,
7,1,button6,Switch,isOn,true,SUCCESS. Solved by Receive map sharing,
8,1,button11,Switch,isOn,true,SUCCESS. Solved by Receive map sharing,
9,1,door5,Door,isOpen,false,SUCCESS. Solved by Receive map sharing,
10,1,button8,Switch,isOn,true,SUCCESS. Solved by Receive map sharing,
11,1,button7,Switch,isOn,true,SUCCESS. Solved by Receive map sharing,
12,1,button12,Switch,isOn,true,SUCCESS. Solved by Receive map sharing,
13,1,button16,Switch,isOn,true,SUCCESS. Solved by Receive map sharing,
14,1,button13,Switch,isOn,true,SUCCESS. Solved by Receive map sharing,
15,1,button7,Switch,isOn,false,SUCCESS. Solved by Receive map sharing,
16,1,button1,Switch,isOn,true,SUCCESS. Solved by Receive map sharing,
17,1,button2,Switch,isOn,true,SUCCESS. Solved by Receive map sharing,
18,1,button8,Switch,isOn,true,SUCCESS. Solved by Receive map sharing,
19,1,button8,Switch,isOn,false,SUCCESS. Solved by Receive map sharing,
20,1,button8,Switch,isOn,true,SUCCESS. Solved by Receive map sharing,
21,1,button1,Switch,isOn,true,SUCCESS. Solved by Receive map sharing,
22,1,button6,Switch,isOn,true,SUCCESS. Solved by Receive map sharing,
23,1,button2,Switch,isOn,false,SUCCESS. Solved by Receive map sharing,
24,1,button2,Switch,isOn,true,SUCCESS. Solved by Receive map sharing,
25,1,button2,Switch,isOn,false,SUCCESS. Solved by Receive map sharing,
26,1,button4,Switch,isOn,true,SUCCESS. Solved by Receive map sharing,
27,1,button4,Switch,isOn,false,SUCCESS. Solved by Receive map sharing,
28,1,button4,Switch,isOn,true,SUCCESS. Solved by Receive map sharing,
29,1,button4,Switch,isOn,false,SUCCESS. Solved by Receive map sharing,
30,1,button4,Switch,isOn,true,SUCCESS. Solved by Receive map sharing,
31,1,button4,Switch,isOn,false,SUCCESS. Solved by Receive map sharing,
32,1,button4,Switch,isOn,true,SUCCESS. Solved by Receive map sharing,
33,1,button4,Switch,isOn,false,SUCCESS. Solved by Receive map sharing,
34,1,button4,Switch,isOn,true,SUCCESS. Solved by Receive map sharing,
35,1,button4,Switch,isOn,false,SUCCESS. Solved by Receive map sharing,
36,1,button4,Switch,isOn,true,SUCCESS. Solved by Receive map sharing,
37,1,button4,Switch,isOn,false,SUCCESS. Solved by Receive map sharing,
38,1,button4,Switch,isOn,true,SUCCESS. Solved by Receive map sharing,
39,1,button4,Switch,isOn,false,SUCCESS. Solved by Receive map sharing,
40,1,button4,Switch,isOn,true,SUCCESS. Solved by Receive map sharing,
41,1,button4,Switch,isOn,false,SUCCESS. Solved by Receive map sharing,
42,1,button4,Switch,isOn,true,SUCCESS. Solved by Receive map sharing,
43,1,button4,Switch,isOn,false,SUCCESS. Solved by Receive map sharing,
44,1,button4,Switch,isOn,true,SUCCESS. Solved by Receive map sharing,
45,1,button4,Switch,isOn,false,SUCCESS. Solved by Receive map sharing,
46,1,button4,Switch,isOn,true,SUCCESS. Solved by Receive map sharing,
47,1,button4,Switch,isOn,false,SUCCESS. Solved by Receive map sharing,
48,1,button4,Switch,isOn,true,SUCCESS. Solved by Receive map sharing,
49,1,button4,Switch,isOn,false,SUCCESS. Solved by Receive map sharing,
50,1,button4,Switch,isOn,true,SUCCESS. Solved by Receive map sharing,
51,1,button4,Switch,isOn,false,SUCCESS. Solved by Receive map sharing,
52,1,button4,Switch,isOn,true,SUCCESS. Solved by Receive map sharing,
53,1,button4,Switch,isOn,false,SUCCESS. Solved by Receive map sharing,
54,1,button4,Switch,isOn,true,SUCCESS. Solved by Receive map sharing,
55,1,button4,Switch,isOn,false,SUCCESS. Solved by Receive map sharing,
56,1,button2,Switch,isOn,true,SUCCESS. Solved by Receive map sharing,
57,1,button2,Switch,isOn,false,SUCCESS. Solved by Receive map sharing,
58,1,button4,Switch,isOn,true,SUCCESS. Solved by Receive map sharing,
59,1,button4,Switch,isOn,false,SUCCESS. Solved by Receive map sharing,
60,1,button4,Switch,isOn,true,SUCCESS. Solved by Receive map sharing,
61,1,button4,Switch,isOn,false,SUCCESS. Solved by Receive map sharing,
62,1,button4,Switch,isOn,true,SUCCESS. Solved by Receive map sharing,
